,Rank,Year,Movie,WorldwideBox Office,DomesticBox Office,InternationalBox Office
333,334,2009,Night at the Museum: Battle of the Sm…,"$402,231,063","$177,243,721","$224,987,342"
334,335,2016,Ice Age: Collision Course,"$402,156,682","$64,063,008","$338,093,674"
335,336,2019,Alita: Battle Angel,"$401,900,040","$85,838,210","$316,061,830"
336,337,2021,Eternals,"$401,731,759","$164,870,264","$236,861,495"
337,338,2012,Snow White and the Huntsman,"$401,021,746","$155,136,755","$245,884,991"
338,339,2022,Uncharted,"$400,689,914","$148,648,820","$252,041,094"
339,340,2010,Tron: Legacy,"$399,866,199","$172,062,763","$227,803,436"
340,341,2006,Mission: Impossible III,"$399,387,745","$133,501,348","$265,886,397"
341,342,2018,Mamma Mia: Here We Go Again!,"$399,165,687","$120,634,935","$278,530,752"
342,343,2018,Solo: A Star Wars Story,"$393,151,347","$213,767,512","$179,383,835"
343,344,2022,Ji Su Shi Ke (è¿ä¸ªææä¸å¤ªå·é),"$393,014,816","$185,882","$392,828,934"
344,345,2021,Dune,"$391,774,790","$108,327,830","$283,446,960"
345,346,2022,Black Adam,"$391,261,706","$168,152,111","$223,109,595"
346,347,2006,Superman Returns,"$391,081,192","$200,120,000","$190,961,192"
347,348,1939,Gone with the Wind,"$390,525,192","$198,680,470","$191,844,722"
348,349,1991,Robin Hood: Prince of Thieves,"$390,500,000","$165,493,908","$225,006,092"
349,350,2013,The Wolf of Wall Street,"$389,816,136","$116,949,183","$272,866,953"
350,351,2019,1917,"$389,140,440","$159,227,644","$229,912,796"
351,352,1978,Grease,"$387,472,317","$181,813,770","$205,658,547"
352,353,2009,Star Trek,"$386,839,614","$257,730,019","$129,109,595"
353,354,2002,Ice Age,"$386,116,343","$176,387,405","$209,728,938"
354,355,2015,Home,"$385,997,896","$177,397,510","$208,600,386"
355,356,1985,Back to the Future,"$385,510,132","$212,259,762","$173,250,370"
356,357,2006,Happy Feet,"$385,000,315","$198,000,317","$186,999,998"
357,358,2016,Independence Day: Resurgence,"$384,169,424","$103,144,286","$281,025,138"
358,359,2001,Sen to Chihiro no Kamikakushi,"$383,877,891","$10,049,886","$373,828,005"
359,360,2008,Slumdog Millionaire,"$383,825,427","$141,330,703","$242,494,724"
360,361,2017,Cars 3,"$383,541,369","$152,901,115","$230,640,254"
361,362,2019,Godzilla: King of the Monsters,"$383,299,914","$110,500,138","$272,799,776"
362,363,2007,Live Free or Die Hard,"$382,288,147","$134,529,403","$247,758,744"
363,364,2009,Monsters vs. Aliens,"$381,687,380","$198,351,526","$183,335,854"
364,365,2017,Fifty Shades Darker,"$381,367,046","$114,434,010","$266,933,036"
365,366,2021,Black Widow,"$379,751,131","$183,651,655","$196,099,476"
366,367,2012,Hotel Transylvania,"$378,119,469","$148,313,048","$229,806,421"
367,368,2012,Taken 2,"$377,807,404","$139,854,287","$237,953,117"
368,369,2019,Once Upon a Timeâ¦in Hollywood,"$377,426,903","$142,502,728","$234,924,175"
369,370,1998,Godzilla,"$376,000,000","$136,314,294","$239,685,706"
370,371,2013,G.I. Joe: Retaliation,"$375,740,705","$122,523,060","$253,217,645"
371,372,2018,Spider-Man: Into The Spider-Verse 3D,"$375,464,627","$190,173,195","$185,291,432"
372,373,2002,My Big Fat Greek Wedding,"$374,890,034","$241,438,208","$133,451,826"
373,374,2009,X-Men Origins: Wolverine,"$374,825,760","$179,883,157","$194,942,603"
374,375,2000,What Women Want,"$374,105,123","$182,805,123","$191,300,000"
375,376,2011,The Adventures of Tintin,"$373,993,951","$77,591,831","$296,402,120"
376,377,2018,Fifty Shades Freed,"$371,985,018","$100,407,760","$271,577,258"
377,378,2004,Shark Tale,"$371,741,123","$161,412,000","$210,329,123"
378,379,2011,Captain America: The First Avenger,"$370,569,776","$176,654,505","$193,915,271"
379,380,1998,There's Something About Mary,"$369,884,651","$176,484,651","$193,400,000"
380,381,1981,Raiders of the Lost Ark,"$367,451,914","$225,686,079","$141,765,835"
381,382,2007,The Golden Compass,"$367,262,558","$70,107,728","$297,154,830"
382,383,2014,Gone Girl,"$367,160,781","$167,767,189","$199,393,592"
383,384,2014,Edge of Tomorrow,"$367,028,980","$100,206,256","$266,822,724"
384,385,2018,Xi Hong Shi Shou Fu,"$366,961,920",,"$366,961,920"
385,386,2014,Penguins of Madagascar,"$366,942,531","$83,350,911","$283,591,620"
386,387,2005,Hitch,"$366,784,257","$177,784,257","$189,000,000"
387,388,1995,Die Hard: With a Vengeance,"$366,101,666","$100,012,499","$266,089,167"
388,389,2001,Jurassic Park III,"$365,900,000","$181,166,115","$184,733,885"
389,390,2015,Mad Max: Fury Road,"$365,769,378","$153,636,354","$212,133,024"
390,391,2009,Terminator Salvation,"$365,491,792","$125,322,469","$240,169,323"
391,392,1994,True Lies,"$365,300,000","$146,282,411","$219,017,589"
392,393,1995,Toy Story,"$365,270,951","$192,523,233","$172,747,718"
393,394,1999,Notting Hill,"$363,718,196","$116,089,678","$247,628,518"
394,395,2019,Shazam!,"$363,563,907","$140,371,656","$223,192,251"
395,396,2018,The Nun,"$363,391,647","$117,450,119","$245,941,528"
396,397,1998,A Bugâs Life,"$363,095,319","$162,798,565","$200,296,754"
397,398,2004,Ocean's Twelve,"$362,989,076","$125,531,634","$237,457,442"
398,399,2007,Alvin and the Chipmunks,"$362,605,033","$217,326,974","$145,278,059"
399,400,2001,Planet of the Apes,"$362,211,740","$180,011,740","$182,200,000"
400,401,2013,The Hangover 3,"$362,000,072","$112,200,072","$249,800,000"
401,402,1999,The World is Not Enough,"$361,730,660","$126,930,660","$234,800,000"
402,403,2018,Zhuo yao ji 2,"$361,683,815","$706,153","$360,977,662"
403,404,2020,Tenet,"$360,240,189","$58,504,105","$301,736,084"
404,405,2009,Fast & Furious,"$359,347,833","$155,064,265","$204,283,568"
405,406,2015,Zhuo yao ji,"$359,295,591","$32,766","$359,262,825"
406,407,1992,Home Alone 2: Lost in New York,"$358,994,850","$173,585,516","$185,409,334"
407,408,2002,Minority Report,"$358,824,714","$132,024,714","$226,800,000"
408,409,1994,The Flintstones,"$358,500,000","$130,531,208","$227,968,792"
409,410,1986,Top Gun,"$357,469,522","$180,470,489","$176,999,033"
410,411,2005,Batman Begins,"$356,948,823","$205,343,774","$151,605,049"
411,412,1995,Goldeneye,"$356,429,933","$106,429,941","$249,999,992"
412,413,1999,American Beauty,"$356,258,047","$130,058,047","$226,200,000"
413,414,2000,Dinosaur,"$356,148,063","$137,748,063","$218,400,000"
414,415,2002,Catch Me if You Can,"$355,612,291","$164,606,800","$191,005,491"
415,416,2011,X-Men: First Class,"$355,408,305","$146,408,305","$209,000,000"
416,417,2014,Night at the Museum: Secret of the Tomb,"$353,756,621","$113,746,621","$240,010,000"
417,418,1993,The Fugitive,"$353,715,317","$183,875,760","$169,839,557"
418,419,2013,The Great Gatsby,"$353,640,419","$144,840,419","$208,800,000"
419,420,2019,Dumbo,"$353,166,307","$114,766,307","$238,400,000"
420,421,2014,Noah,"$352,831,065","$101,200,044","$251,631,021"
421,422,1992,Basic Instinct,"$352,699,997","$117,727,224","$234,972,773"
422,423,2016,The Angry Birds Movie,"$352,288,341","$107,509,366","$244,778,975"
423,424,2010,The Karate Kid,"$351,774,938","$176,591,618","$175,183,320"
424,425,2017,Murder on the Orient Express,"$351,767,147","$102,826,543","$248,940,604"
425,426,1994,The Mask,"$351,620,129","$119,920,129","$231,700,000"
426,427,1988,Who Framed Roger Rabbit?,"$351,500,000","$154,112,492","$197,387,508"
427,428,2012,Dr. Seussâ The Lorax,"$350,976,753","$214,030,500","$136,946,253"
428,429,2001,Hannibal,"$350,100,280","$165,092,266","$185,008,014"
429,430,1998,Deep Impact,"$349,464,664","$140,464,664","$209,000,000"
430,431,2016,Kimi no na wa,"$349,285,396","$5,000,181","$344,285,215"
431,432,2011,Alvin and the Chipmunks: Chipwrecked,"$349,088,523","$133,107,389","$215,981,134"
432,433,2016,The Legend of Tarzan,"$348,902,025","$126,643,061","$222,258,964"
433,434,2018,Mary Poppins Returns,"$348,901,032","$171,958,438","$176,942,594"
434,435,2004,"I, Robot","$348,629,585","$144,801,023","$203,828,562"
435,436,2013,The Smurfs 2,"$348,547,523","$71,017,784","$277,529,739"
436,437,2014,The Maze Runner,"$348,319,861","$102,427,862","$245,891,999"
437,438,2001,Rush Hour 2,"$347,425,832","$226,164,286","$121,261,546"
438,439,1995,Pocahontas,"$347,100,000","$141,579,773","$205,520,227"
439,440,2018,Peter Rabbit,"$346,727,372","$115,234,093","$231,493,279"
440,441,2000,How the Grinch Stole Christmas,"$345,445,403","$260,348,825","$85,096,578"
441,442,2017,xXx: Return of Xander Cage,"$345,033,359","$44,898,413","$300,134,946"
442,443,2006,Over the Hedge,"$343,397,247","$155,019,340","$188,377,907"
443,444,2016,Trolls,"$343,242,613","$153,707,064","$189,535,549"
444,445,2013,Now You See Me,"$342,769,200","$117,723,989","$225,045,211"
445,446,2008,Wanted,"$342,416,460","$134,508,551","$207,907,909"
446,447,1977,Close Encounters of the Third Kind,"$340,800,479","$169,100,479","$171,700,000"
447,448,2007,Enchanted,"$340,384,141","$127,706,877","$212,677,264"
448,449,1997,Tomorrow Never Dies,"$339,504,276","$125,304,276","$214,200,000"
449,450,1995,Batman Forever,"$336,529,144","$184,031,112","$152,498,032"
450,451,2010,Prince of Persia: Sands of Time,"$336,359,676","$90,759,676","$245,600,000"
451,452,1996,The Rock,"$336,069,511","$134,069,511","$202,000,000"
452,453,1995,Apollo 13,"$335,802,271","$173,772,767","$162,029,504"
453,454,2016,Star Trek Beyond,"$335,673,708","$158,848,340","$176,825,368"
454,455,2018,A Quiet Place,"$334,876,670","$188,024,361","$146,852,309"
455,456,2017,Never Say Die,"$334,536,622",,"$334,536,622"
456,457,2016,The Great Wall,"$334,486,852","$45,157,105","$289,329,747"
457,458,2015,The Good Dinosaur,"$333,771,037","$123,087,120","$210,683,917"
458,459,2005,Fantastic Four,"$333,132,750","$154,696,080","$178,436,670"
459,460,1984,Indiana Jones and the Temple of Doom,"$333,080,271","$179,880,271","$153,200,000"
460,461,1989,Back to the Future Part II,"$331,971,868","$118,450,002","$213,521,866"
461,462,2014,22 Jump Street,"$331,333,876","$191,719,337","$139,614,539"
462,463,2004,National Treasure,"$331,323,410","$173,005,002","$158,318,408"
463,464,2010,Black Swan,"$331,266,710","$106,954,678","$224,312,032"
464,465,2014,300: Rise of an Empire,"$330,780,051","$106,580,051","$224,200,000"
465,466,2000,Meet the Parents,"$330,425,040","$166,225,040","$164,200,000"
466,467,2008,The Curious Case of Benjamin Button,"$329,631,958","$127,509,326","$202,122,632"
467,468,2000,The Perfect Storm,"$328,711,434","$182,618,434","$146,093,000"
468,469,2016,Now You See Me 2,"$328,325,007","$65,075,540","$263,249,467"
469,470,1986,Crocodile Dundee,"$328,203,506","$174,803,506","$153,400,000"
470,471,1995,Se7en,"$328,125,643","$100,125,643","$228,000,000"
471,472,2008,Bolt,"$328,015,029","$114,053,579","$213,961,450"
472,473,2015,Taken 3,"$327,656,424","$89,256,424","$238,400,000"
473,474,2019,John Wick: Chapter 3 â Parabellum,"$327,203,701","$171,016,727","$156,186,974"
474,475,2019,Feng Kuang De Wai Xing Ren,"$326,150,303",,"$326,150,303"
475,476,2006,The Devil Wears Prada,"$326,073,155","$124,740,460","$201,332,695"
476,477,1996,The Hunchback of Notre Dame,"$325,500,000","$100,138,851","$225,361,149"
477,478,2021,Free Guy,"$323,473,792","$121,626,598","$201,847,194"
478,479,2010,Robin Hood,"$322,459,006","$105,487,148","$216,971,858"
479,480,1993,Schindlerâs List,"$322,197,130","$96,898,818","$225,298,312"
480,481,2010,Megamind,"$321,887,208","$148,415,853","$173,471,355"
481,482,1987,Fatal Attraction,"$320,099,997","$156,645,693","$163,454,304"
482,483,2018,Green Book,"$319,995,019","$85,080,171","$234,914,848"
483,484,2010,The Last Airbender,"$319,713,881","$131,772,187","$187,941,694"
484,485,1992,Lethal Weapon 3,"$319,700,000","$144,731,527","$174,968,473"
485,486,2022,Suzume no tojimari (ãããã®æ¸ç· ã¾ã)…,"$319,255,336","$9,920,885","$309,334,451"
486,487,2012,Journey 2: The Mysterious Island,"$318,146,162","$103,860,290","$214,285,872"
487,488,2001,A Beautiful Mind,"$317,668,058","$170,708,996","$146,959,062"
488,489,2013,The Conjuring,"$316,849,722","$137,400,141","$179,449,581"
489,490,2009,Inglourious Basterds,"$316,802,281","$120,774,594","$196,027,687"
490,491,1984,Beverly Hills Cop,"$316,300,000","$234,760,478","$81,539,522"
491,492,2009,Disneyâs A Christmas Carol,"$315,709,697","$137,855,863","$177,853,834"
492,493,1997,Air Force One,"$315,268,353","$172,956,409","$142,311,944"
493,494,2009,The Proposal,"$314,709,717","$163,958,031","$150,751,686"
494,495,1997,As Good as it Gets,"$314,111,923","$148,478,011","$165,633,912"
495,496,2016,Resident Evil: The Final Chapter,"$314,101,190","$26,844,692","$287,256,498"
496,497,2012,Battleship,"$313,477,717","$65,233,400","$248,244,317"
497,498,2019,Knives Out,"$312,898,746","$165,364,060","$147,534,686"
498,499,1999,Austin Powers: The Spy Who Shagged Me,"$312,383,487","$206,040,085","$106,343,402"
499,500,2004,The Polar Express,"$312,183,437","$188,042,855","$124,140,582"
500,501,2012,The Expendables 2,"$311,979,256","$85,028,192","$226,951,064"
501,502,2007,Ocean's Thirteen,"$311,744,465","$117,144,465","$194,600,000"
502,503,2015,The SpongeBob Movie: Sponge Out of Water,"$311,013,181","$162,994,032","$148,019,149"
503,504,2004,The Bourne Supremacy,"$311,001,124","$176,087,450","$134,913,674"
504,505,2017,Wonder,"$310,824,596","$132,422,809","$178,401,787"
505,506,2010,Little Fockers,"$310,650,574","$148,438,600","$162,211,974"
506,507,2015,Maze Runner: The Scorch Trials,"$310,566,162","$81,697,192","$228,868,970"
507,508,2017,The Lego Batman Movie,"$310,563,096","$175,750,384","$134,812,712"
508,509,2016,The Conjuring 2: The Enfield Poltergeist,"$310,196,332","$102,470,008","$207,726,324"
509,510,1999,Runaway Bride,"$310,138,178","$152,257,509","$157,880,669"
510,511,2005,Chicken Little,"$310,043,823","$135,386,665","$174,657,158"
511,512,1996,Ransom,"$308,700,000","$136,492,681","$172,207,319"
512,513,2017,Qian Ren 3: Yan Zhi Da Zuo Zhan,"$307,547,824","$837,791","$306,710,033"
513,514,2006,The Pursuit of Happyness,"$307,311,093","$162,586,036","$144,725,057"
514,515,2014,The Fault in Our Stars,"$307,166,834","$124,872,350","$182,294,484"
515,516,2012,Rise of the Guardians,"$306,941,670","$103,412,758","$203,528,912"
516,517,2002,Chicago,"$306,770,545","$170,687,518","$136,083,027"
517,518,2009,The Blind Side,"$305,705,794","$255,959,475","$49,746,319"
518,519,2017,Annabelle: Creation,"$305,384,865","$102,092,201","$203,292,664"
519,520,2012,Wrath of the Titans,"$305,270,083","$83,670,083","$221,600,000"
520,521,2016,Dangal,"$305,149,461","$12,391,761","$292,757,700"
521,522,2018,Skyscraper,"$304,858,121","$68,420,120","$236,438,001"
522,523,2013,A Good Day to Die Hard,"$304,249,198","$67,349,198","$236,900,000"
523,524,1996,101 Dalmatians,"$304,200,000","$136,189,294","$168,010,706"
524,525,1998,Mulan,"$303,500,000","$120,620,254","$182,879,746"
525,526,1997,Liar Liar,"$302,710,615","$181,410,615","$121,300,000"
526,527,2020,Sonic The Hedgehog,"$302,536,124","$146,066,470","$156,469,654"
527,528,2009,G.I. Joe: The Rise of Cobra,"$302,469,017","$150,201,498","$152,267,519"
528,529,2016,Passengers,"$302,239,672","$100,014,699","$202,224,973"
529,530,1991,Hook,"$300,854,823","$119,654,823","$181,200,000"
530,531,1985,Rambo: First Blood Part II,"$300,400,000","$150,415,432","$149,984,568"
531,532,1985,Rocky IV,"$300,373,716","$127,873,716","$172,500,000"
532,533,1978,Superman,"$300,200,000","$134,218,018","$165,981,982"
533,534,2004,Van Helsing,"$300,150,546","$120,150,546","$180,000,000"
534,535,2008,Horton Hears a Who,"$299,477,886","$154,529,439","$144,948,447"
535,536,2010,Shutter Island,"$299,461,782","$128,012,934","$171,448,848"
536,537,1997,My Best Friend's Wedding,"$298,923,419","$126,813,153","$172,110,266"
537,538,1999,Stuart Little,"$298,815,224","$140,015,224","$158,800,000"
538,539,2018,Oceanâs 8,"$297,718,711","$140,218,711","$157,500,000"
539,540,1989,Look Who's Talking,"$297,100,000","$140,088,813","$157,011,187"
540,541,2000,X-Men,"$296,872,367","$157,299,717","$139,572,650"
541,542,2021,A Quiet Place: Part II,"$296,650,356","$160,215,764","$136,434,592"
542,543,2002,Austin Powers in Goldmember,"$296,338,663","$213,117,789","$83,220,874"
543,544,2016,Miss Peregrineâs Home for Peculiar Ch…,"$295,986,876","$87,242,834","$208,744,042"
544,545,2010,Resident Evil: Afterlife,"$295,874,190","$60,128,566","$235,745,624"
545,546,1984,Ghostbusters,"$295,585,416","$242,604,185","$52,981,231"
546,547,2015,The Divergent Series: Insurgent,"$295,075,882","$130,179,072","$164,896,810"
547,548,2010,Sex and the City 2,"$294,680,778","$95,347,692","$199,333,086"
548,549,1998,Doctor Dolittle,"$294,156,605","$144,156,605","$150,000,000"
549,550,2009,G-Force,"$292,817,841","$119,436,770","$173,381,071"
550,551,2018,Pacific Rim: Uprising,"$290,930,148","$59,874,525","$231,055,623"
551,552,1999,The Green Mile,"$290,701,374","$136,801,374","$153,900,000"
552,553,2010,Salt,"$290,650,494","$118,311,368","$172,339,126"
553,554,2006,The Departed,"$289,660,619","$132,384,315","$157,276,304"
554,555,2011,Bridesmaids,"$289,632,023","$169,211,718","$120,420,305"
555,556,2007,Fantastic Four: Rise of the Silver Su…,"$289,480,691","$131,921,738","$157,558,953"
556,557,1988,Coming to America,"$288,800,000","$128,152,301","$160,647,699"
557,558,2000,What Lies Beneath,"$288,693,989","$155,464,351","$133,229,638"
558,559,2017,Ferdinand,"$288,510,892","$84,410,380","$204,100,512"
559,560,2013,Oblivion,"$287,916,633","$89,107,235","$198,809,398"
560,561,2007,Bee Movie,"$287,594,577","$126,631,277","$160,963,300"
561,562,2015,Pitch Perfect 2,"$287,215,196","$184,296,230","$102,918,966"
562,563,2013,Turbo,"$286,896,578","$83,028,130","$203,868,448"
563,564,2001,American Pie 2,"$286,500,000","$145,096,820","$141,403,180"
564,565,1965,The Sound of Music,"$286,213,504","$163,214,286","$122,999,218"
565,566,2013,Elysium,"$286,192,091","$93,050,117","$193,141,974"
566,567,1998,Lethal Weapon 4,"$285,400,000","$130,444,603","$154,955,397"
567,568,2005,Wedding Crashers,"$283,218,368","$209,218,368","$74,000,000"
568,569,1994,Speed,"$283,200,000","$121,248,145","$161,951,855"
569,570,2012,John Carter,"$282,778,100","$73,058,679","$209,719,421"
570,571,1977,Saturday Night Fever,"$282,400,000","$139,486,124","$142,913,876"
571,572,1995,Casper,"$282,300,000","$100,328,194","$181,971,806"
572,573,2012,The Bourne Legacy,"$280,355,920","$113,203,870","$167,152,050"
573,574,2022,Elvis,"$279,854,594","$151,040,048","$128,814,546"
574,575,1998,Shakespeare in Love,"$279,500,000","$100,317,794","$179,182,206"
575,576,2017,Split,"$278,754,594","$138,141,585","$140,613,009"
576,577,2010,The Tourist,"$278,731,369","$67,631,157","$211,100,212"
577,578,2000,Scary Movie,"$277,200,000","$157,019,771","$120,180,229"
578,579,2016,Alice Through the Looking Glass,"$276,928,112","$77,042,381","$199,885,731"
579,580,1987,Beverly Hills Cop II,"$276,665,036","$153,665,036","$123,000,000"
580,581,2002,Scooby-Doo,"$276,294,164","$153,294,164","$123,000,000"
581,582,2014,Divergent,"$276,014,965","$150,947,895","$125,067,070"
582,583,1991,The Silence of the Lambs,"$275,726,716","$130,726,716","$145,000,000"
583,584,2008,Gran Torino,"$274,543,085","$148,095,302","$126,447,783"
584,585,2008,High School Musical 3: Senior Year,"$274,392,880","$90,559,416","$183,833,464"
585,586,2013,Cloudy with a Chance of Meatballs 2,"$274,392,649","$119,793,567","$154,599,082"
586,587,1996,The Nutty Professor,"$273,814,019","$128,814,019","$145,000,000"
587,588,1996,Jerry Maguire,"$273,552,592","$153,952,592","$119,600,000"
588,589,2018,Tomb Raider,"$273,477,501","$58,250,803","$215,226,698"
589,590,2001,Bridget Jones's Diary,"$273,441,742","$71,500,556","$201,941,186"
590,591,2012,Lincoln,"$273,346,281","$182,207,973","$91,138,308"
591,592,2001,Lara Croft: Tomb Raider,"$273,330,185","$131,144,183","$142,186,002"
592,593,2003,Bad Boys II,"$273,271,982","$138,540,870","$134,731,112"
593,594,2023,Creed III,"$272,334,909","$156,138,291","$116,196,618"
594,595,2010,Grown Ups,"$272,222,420","$162,001,186","$110,221,234"
595,596,2009,The Princess and the Frog,"$270,997,378","$104,400,899","$166,596,479"
596,597,2014,Neighbors,"$270,944,428","$150,086,800","$120,857,628"
597,598,1993,The Firm,"$270,340,892","$158,340,892","$112,000,000"
598,599,1972,The Godfather,"$270,007,394","$136,479,994","$133,527,400"
599,600,2014,Mr. Peabody & Sherman,"$269,806,430","$111,506,430","$158,300,000"
600,601,2008,"10,000 B.C.","$269,065,678","$94,784,201","$174,281,477"
601,602,2014,Exodus: Gods and Kings,"$268,314,513","$65,014,513","$203,300,000"
602,603,2010,The Expendables,"$268,268,174","$103,068,524","$165,199,650"
603,604,1942,Bambi,"$268,000,000","$102,797,000","$165,203,000"
604,605,2007,American Gangster,"$267,985,456","$130,164,645","$137,820,811"
605,606,2013,Weâre the Millers,"$267,816,276","$150,394,119","$117,422,157"
606,607,2002,xXx,"$267,200,000","$141,930,000","$125,270,000"
607,608,1992,Batman Returns,"$266,824,291","$162,833,635","$103,990,656"
608,609,2003,Something's Gotta Give,"$266,685,242","$124,685,242","$142,000,000"
609,610,1993,Indecent Proposal,"$266,600,000","$106,614,059","$159,985,941"
610,611,2018,Maze Runner: The Death Cure,"$265,878,536","$58,032,443","$207,846,093"
611,612,2008,The Incredible Hulk,"$265,573,859","$134,806,913","$130,766,946"
612,613,1995,Waterworld,"$264,246,220","$88,246,220","$176,000,000"
613,614,1998,The Truman Show,"$264,118,201","$125,618,201","$138,500,000"
614,615,2004,Bridget Jones: The Edge Of Reason,"$263,894,551","$40,203,020","$223,691,531"
615,616,1997,The Fifth Element,"$263,892,820","$63,570,862","$200,321,958"
616,617,2011,Real Steel,"$263,880,341","$85,463,309","$178,417,032"
617,618,1950,Cinderella,"$263,591,415","$85,000,000","$178,591,415"
618,619,2017,Baahubali 2: The Conclusion,"$263,502,914","$18,985,794","$244,517,120"
619,620,2013,Epic,"$262,794,441","$107,518,682","$155,275,759"
620,621,1995,Jumanji,"$262,758,310","$100,458,310","$162,300,000"
621,622,2006,Borat,"$261,443,242","$128,505,958","$132,937,284"
622,623,1990,Total Recall,"$261,399,830","$119,394,839","$142,004,991"
623,624,1997,The Full Monty,"$261,249,383","$45,950,122","$215,299,261"
624,625,2005,Robots,"$260,636,271","$128,200,012","$132,436,259"
625,626,2013,The Lone Ranger,"$260,002,115","$89,302,115","$170,700,000"
626,627,2000,Charlie's Angels,"$259,736,090","$125,305,545","$134,430,545"
627,628,2015,The Ghouls,"$259,425,249","$1,243,810","$258,181,439"
628,629,2010,Knight and Day,"$258,751,370","$76,423,035","$182,328,335"
629,630,1985,Out of Africa,"$258,210,860","$79,096,868","$179,113,992"
630,631,2017,Blade Runner 2049,"$258,023,203","$92,054,159","$165,969,044"
631,632,2011,Super 8,"$257,972,745","$127,004,179","$130,968,566"
632,633,2013,American Hustle,"$257,858,943","$150,098,456","$107,760,487"
633,634,2000,Erin Brockovich,"$257,805,243","$125,548,685","$132,256,558"
634,635,2004,The Village,"$257,641,634","$114,197,520","$143,444,114"
635,636,2014,Annabelle,"$256,857,527","$84,273,813","$172,583,714"
636,637,2007,Rush Hour 3,"$256,585,882","$140,125,968","$116,459,914"
637,638,1997,Bean,"$256,574,128","$45,334,169","$211,239,959"
638,639,2019,Us,"$256,022,707","$175,084,580","$80,938,127"
639,640,2017,Gong fu yu jia,"$256,004,127","$362,657","$255,641,470"
640,641,2019,Fei Chi Ren Sheng,"$255,832,826",,"$255,832,826"
641,642,2014,The Taking of Tiger Mountain,"$255,742,933","$222,964","$255,519,969"
642,643,2018,Halloween,"$255,416,089","$159,366,015","$96,050,074"
643,644,1993,Cliffhanger,"$255,000,000","$84,049,211","$170,950,789"
644,645,2022,RÃ©nshÄng dÃ shÃ¬ (äººçå¤§äº),"$253,816,909",,"$253,816,909"
645,646,2007,Wild Hogs,"$253,555,383","$168,213,584","$85,341,799"
646,647,2019,Gisaengchung (ê¸°ìì¶©),"$253,370,908","$53,369,745","$200,001,163"
647,648,2019,Men in Black: International,"$253,015,298","$80,001,807","$173,013,491"
648,649,2014,Paddington,"$252,410,984","$76,223,578","$176,187,406"
649,650,2017,Get Out,"$252,297,405","$175,837,935","$76,459,470"
650,651,2010,True Grit,"$252,276,928","$171,243,005","$81,033,923"
651,652,2009,Michael Jackson's This Is It,"$252,091,016","$72,091,016","$180,000,000"
652,653,2020,Dolittle,"$251,509,294","$77,047,065","$174,462,229"
653,654,2013,After Earth,"$251,499,665","$60,522,097","$190,977,568"
654,655,1998,Youâve Got Mail,"$250,800,000","$115,821,495","$134,978,505"
655,656,1997,Hercules,"$250,700,000","$99,112,101","$151,587,899"
656,657,2022,The Bad Guys,"$250,659,286","$97,233,630","$153,425,656"
657,658,1998,Enemy of the State,"$250,649,836","$111,549,836","$139,100,000"
658,659,2003,Brother Bear,"$250,397,798","$85,336,277","$165,061,521"
659,660,2019,Terminator: Dark Fate,"$250,367,666","$62,253,077","$188,114,589"
660,661,1996,Space Jam,"$250,180,384","$90,463,534","$159,716,850"
661,662,2015,The Peanuts Movie,"$250,091,610","$130,178,411","$119,913,199"
662,663,2022,Eiga Slam Dunk,"$249,873,988",,"$249,873,988"
663,664,2015,Alvin and the Chipmunks: The Road Chip,"$249,517,956","$85,886,987","$163,630,969"
664,665,2006,Eragon,"$249,488,115","$75,030,163","$174,457,952"
665,666,2017,Xi You Fu Yao Pian,"$248,805,149","$880,346","$247,924,803"
666,667,1999,The Blair Witch Project,"$248,300,000","$140,539,099","$107,760,901"
667,668,2002,The Ring,"$248,218,486","$129,094,024","$119,124,462"
668,669,2000,Unbreakable,"$248,099,143","$94,999,143","$153,100,000"
669,670,2008,Marley & Me,"$247,812,011","$143,153,751","$104,658,260"
670,671,2008,Bienvenue chez les Ch'tis,"$247,474,497","$1,477,650","$245,996,847"
671,672,2013,Grown Ups 2,"$247,023,808","$133,668,525","$113,355,283"
672,673,2019,Glass,"$246,999,039","$111,048,468","$135,950,571"
673,674,2003,Love Actually,"$246,546,998","$59,472,278","$187,074,720"
674,675,1994,Dumb & Dumber,"$246,400,000","$127,175,374","$119,224,626"
675,676,2019,Dark Phoenix,"$246,356,895","$65,845,974","$180,510,921"
676,677,1995,Babe,"$246,100,000","$63,658,910","$182,441,090"
677,678,2002,Lilo & Stitch,"$245,799,997","$145,771,527","$100,028,470"
678,679,2002,8 Mile,"$245,768,384","$116,724,075","$129,044,309"
679,680,2011,Rango,"$245,724,600","$123,477,607","$122,246,993"
680,681,2012,Dark Shadows,"$245,564,215","$79,727,149","$165,837,066"
681,682,2016,Teenage Mutant Ninja Turtles: Out of …,"$245,328,374","$82,051,601","$163,276,773"
682,683,1998,Rush Hour,"$245,300,000","$141,186,864","$104,113,136"
683,684,2019,Lie huo ying xiong,"$245,179,530","$290,217","$244,889,313"
684,685,2003,Hulk,"$245,031,679","$132,177,234","$112,854,445"
685,686,1990,Back to the Future Part III,"$244,087,259","$88,055,283","$156,031,976"
686,687,2015,Pixels,"$244,041,804","$78,765,986","$165,275,818"
687,688,2020,Jiang Ziya,"$243,887,233","$214,670","$243,672,563"
688,689,2014,Hercules,"$243,388,614","$72,688,614","$170,700,000"
